n_game,score,steps,pas_pomme,fill_pct,victoire,cause,eps,loss
1,3,738,246.00,2.7,0,corps,199.90202449591717,0.1820
2,3,192,64.00,2.7,0,corps,199.8040979673415,0.6937
3,2,130,65.00,2.2,0,corps,199.70622038979133,0.7614
4,1,767,767.00,1.8,0,famine_truncated,199.60839173879728,0.0472
5,1,530,530.00,1.8,0,famine_truncated,199.51061198990217,0.0639
6,2,163,81.50,2.2,0,corps,199.41288111866112,0.5597
7,2,475,237.50,2.2,0,corps,199.3151991006413,0.2126
8,2,248,124.00,2.2,0,corps,199.21756591142233,0.3814
9,2,121,60.50,2.2,0,corps,199.11998152659584,0.8012
10,0,445,445.00,1.3,0,famine_truncated,199.02244592176575,0.0085
11,1,675,675.00,1.8,0,famine_truncated,198.92495907254815,0.0516
12,2,131,65.50,2.2,0,corps,198.82752095457133,0.7021
13,1,577,577.00,1.8,0,famine_truncated,198.73013154347575,0.0598
14,0,445,445.00,1.3,0,famine_truncated,198.63279081491407,0.0017
15,2,273,136.50,2.2,0,corps,198.53549874455112,0.3265
16,1,572,572.00,1.8,0,famine_truncated,198.4382553080639,0.0636
17,2,220,110.00,2.2,0,corps,198.34106048114148,0.4268
18,0,445,445.00,1.3,0,famine_truncated,198.2439142394852,0.0071
19,2,518,259.00,2.2,0,corps,198.14681655880847,0.1772
20,0,445,445.00,1.3,0,famine_truncated,198.04976741483696,0.0027
21,2,621,310.50,2.2,0,corps,197.95276678330828,0.1455
22,2,243,121.50,2.2,0,corps,197.85581463997227,0.3271
23,0,445,445.00,1.3,0,famine_truncated,197.75891096059095,0.0128
24,2,245,122.50,2.2,0,corps,197.66205572093838,0.3137
25,2,539,269.50,2.2,0,corps,197.56524889680077,0.1561
26,2,246,123.00,2.2,0,corps,197.46849046397637,0.3688
27,2,334,167.00,2.2,0,corps,197.3717803982756,0.2369
28,2,316,158.00,2.2,0,corps,197.27511867552093,0.2539
29,1,694,694.00,1.8,0,famine_truncated,197.17850527154695,0.0590
30,2,516,258.00,2.2,0,corps,197.08194016220028,0.1573
31,2,376,188.00,2.2,0,corps,196.98542332333966,0.2330
32,0,445,445.00,1.3,0,famine_truncated,196.8889547308359,0.0095
33,2,437,218.50,2.2,0,corps,196.79253436057178,0.1668
34,0,445,445.00,1.3,0,famine_truncated,196.6961621884423,0.0090
35,0,445,445.00,1.3,0,famine_truncated,196.59983819035435,0.0068
36,2,166,83.00,2.2,0,corps,196.50356234222696,0.4343
37,2,744,372.00,2.2,0,corps,196.4073346199911,0.1102
38,2,78,39.00,2.2,0,corps,196.31115499958997,0.8081
39,2,136,68.00,2.2,0,corps,196.21502345697857,0.3766
40,2,268,134.00,2.2,0,corps,196.11893996812404,0.2933
